,CarModel,AgeOfCar,Price,OdoMeterReading,Fuel_Type,DealingType,GearSystem,NoOfOwners,CarCompany,Scalled_Price,Scaled_OdoMeterReading,Fuel_Type_le,DealingType_le,GearSystem_le,NoOfOwners_le,CarCompany_le
2504,Chevrolet Beat LT,8,306250.0,47000,Petrol,Broker,Manual,First Owner,Chevrolet,0.025337837837837836,-0.4977789563620193,4,0,1,0,3
2505,Hyundai Verna CRDi 1.6 EX,6,998750.0,35707,Diesel,Direct Owner,Manual,First Owner,Hyundai,0.08772522522522522,-0.7399167772350669,1,1,1,0,10
2506,Tata Indigo TDI,10,337500.0,74000,Diesel,Direct Owner,Manual,Second Owner,Tata,0.02815315315315315,0.08113906042468783,1,1,1,2,25
2508,Maruti Swift VXI,10,462500.0,94000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.039414414414414414,0.5099672210074339,4,1,1,0,18
2509,Maruti Swift VXI with ABS,16,312500.0,124000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.025900900900900897,1.153209461881553,4,1,1,2,18
2510,Tata New Safari 4X2,16,687500.0,84000,Petrol,Direct Owner,Manual,Second Owner,Tata,0.059684684684684686,0.2955531407160608,4,1,1,2,25
2511,Hyundai Creta 1.6 CRDi SX,7,668750.0,56600,Diesel,Direct Owner,Manual,First Owner,Hyundai,0.05799549549549549,-0.2919414392823012,1,1,1,0,10
2512,Ford Figo Aspire 1.2 Ti-VCT Trend,6,662500.0,14832,Petrol,Broker,Manual,First Owner,Ford,0.05743243243243243,-1.187506169843308,4,0,1,0,8
2513,Mahindra Scorpio S2 7 Seater,6,937500.0,124000,Diesel,Direct Owner,Manual,First Owner,Mahindra,0.0822072072072072,1.153209461881553,1,1,1,0,17
2514,Datsun RediGO 1.0 S,6,312500.0,19000,Petrol,Direct Owner,Manual,First Owner,Datsun,0.025900900900900897,-1.0981383811778638,4,1,1,0,5
2515,Chevrolet Optra Magnum 2.0 LT,11,375000.0,29000,Diesel,Direct Owner,Manual,First Owner,Chevrolet,0.03153153153153153,-0.8837243008864907,1,1,1,0,3
2517,Ford Figo Diesel Titanium,9,250000.0,94000,Diesel,Direct Owner,Manual,Second Owner,Ford,0.020270270270270268,0.5099672210074339,1,1,1,2,8
2518,Honda City 1.5 V AT,15,175000.0,74000,Petrol,Direct Owner,Automatic,First Owner,Honda,0.013513513513513513,0.08113906042468783,4,1,0,0,9
2519,Maruti Ertiga VDI,8,750000.0,64000,Diesel,Direct Owner,Manual,Second Owner,Maruti,0.0653153153153153,-0.1332750198666852,1,1,1,2,18
2520,Ford Figo Diesel Celebration Edition,10,187500.0,84000,Diesel,Direct Owner,Manual,Second Owner,Ford,0.014639639639639638,0.2955531407160608,1,1,1,2,8
2521,Chevrolet Enjoy TCDi LT 8 Seater,9,437500.0,114000,Diesel,Direct Owner,Manual,First Owner,Chevrolet,0.037162162162162164,0.9387953815901798,1,1,1,0,3
2522,Ford Figo Diesel Titanium,13,250000.0,104000,Diesel,Direct Owner,Manual,Second Owner,Ford,0.020270270270270268,0.7243813012988068,1,1,1,2,8
2523,Hyundai Xcent 1.2 CRDi E,6,562500.0,47000,Diesel,Direct Owner,Manual,First Owner,Hyundai,0.04842342342342342,-0.4977789563620193,1,1,1,0,10
2524,Hyundai i20 Active SX Petrol,7,687500.0,27000,Petrol,Broker,Manual,First Owner,Hyundai,0.059684684684684686,-0.9266071169447653,4,0,1,0,10
2526,Tata Indigo Grand Petrol,9,300000.0,64000,Petrol,Direct Owner,Manual,Second Owner,Tata,0.02477477477477477,-0.1332750198666852,4,1,1,2,25
2527,Tata Bolt Quadrajet XE,6,425000.0,64000,Diesel,Direct Owner,Manual,First Owner,Tata,0.036036036036036036,-0.1332750198666852,1,1,1,0,25
2528,Fiat Punto 1.2 Active,13,100000.0,54000,Petrol,Direct Owner,Manual,Second Owner,Fiat,0.006756756756756757,-0.3476891001580582,4,1,1,2,6
2529,Chevrolet Beat LS,7,212500.0,129000,Petrol,Direct Owner,Manual,First Owner,Chevrolet,0.01689189189189189,1.2604165020272393,4,1,1,0,3
2530,Nissan Micra XL,7,550000.0,37000,Petrol,Direct Owner,Manual,Second Owner,Nissan,0.04729729729729729,-0.7121930366533923,4,1,1,2,21
2531,Maruti Swift Dzire VXI,8,500000.0,74000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.04279279279279279,0.08113906042468783,4,1,1,2,18
2532,Maruti Baleno RS 1.0 Petrol,5,687500.0,67000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.059684684684684686,-0.06895079577927328,4,1,1,0,18
2533,Maruti SX4 Vxi BSIV,11,281250.0,114000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.023085585585585582,0.9387953815901798,4,1,1,2,18
2534,Hyundai Getz GL,17,162500.0,84000,Petrol,Direct Owner,Manual,Third Owner,Hyundai,0.012387387387387387,0.2955531407160608,4,1,1,4,10
2536,Chevrolet Beat Diesel LT,10,268750.0,24000,Diesel,Direct Owner,Manual,Third Owner,Chevrolet,0.021959459459459457,-0.9909313410321773,1,1,1,4,3
2537,Chevrolet Beat Diesel LS,11,200000.0,54000,Diesel,Direct Owner,Manual,First Owner,Chevrolet,0.015765765765765764,-0.3476891001580582,1,1,1,0,3
2538,Maruti Swift 1.3 VXI ABS,8,593750.0,28600,Petrol,Broker,Manual,First Owner,Maruti,0.051238738738738736,-0.8923008640981457,4,0,1,0,18
2539,Renault Duster RXL AWD,9,687500.0,70569,Diesel,Broker,Manual,First Owner,Renault,0.059684684684684686,0.007573589476717745,1,0,1,0,23
2540,Maruti SX4 Vxi BSIV,11,281250.0,114000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.023085585585585582,0.9387953815901798,4,1,1,2,18
2541,Hyundai i20 Asta Option 1.4 CRDi,8,625000.0,84000,Diesel,Direct Owner,Manual,First Owner,Hyundai,0.05405405405405405,0.2955531407160608,1,1,1,0,10
2542,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,6,1050000.0,53213,Diesel,Broker,Manual,First Owner,Ford,0.09234234234234233,-0.36456348827698926,1,0,1,0,8
2543,Hyundai EON Era Plus,10,350000.0,7240,Petrol,Direct Owner,Manual,Second Owner,Hyundai,0.029279279279279275,-1.3502893396005184,4,1,1,2,10
2545,Chevrolet Beat LT Option,7,298750.0,45000,Petrol,Broker,Manual,First Owner,Chevrolet,0.02466216216216216,-0.5406617724202939,4,0,1,0,3
2546,Tata Indigo LS,15,131250.0,94000,Diesel,Direct Owner,Manual,First Owner,Tata,0.009572072072072071,0.5099672210074339,1,1,1,0,25
2547,Renault KWID RXT,5,387500.0,19000,Petrol,Direct Owner,Manual,First Owner,Renault,0.03265765765765766,-1.0981383811778638,4,1,1,0,23
2548,Tata Tigor 1.2 Revotron XM,5,637498.75,9000,Petrol,Direct Owner,Manual,First Owner,Tata,0.05518006756756757,-1.3125524614692368,4,1,1,0,25
2549,Tata Indica Vista Aqua 1.4 TDI,15,137500.0,94000,Diesel,Direct Owner,Manual,Third Owner,Tata,0.010135135135135134,0.5099672210074339,1,1,1,4,25
2550,Maruti Swift VDI BSIV,7,743750.0,74000,Diesel,Direct Owner,Manual,First Owner,Maruti,0.06475225225225224,0.08113906042468783,1,1,1,0,18
2551,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,5,1162500.0,24000,Diesel,Direct Owner,Manual,First Owner,Ford,0.10247747747747747,-0.9909313410321773,1,1,1,0,8
2552,Toyota Corolla Altis 1.8 J,15,500000.0,39000,Petrol,Direct Owner,Manual,Second Owner,Toyota,0.04279279279279279,-0.6693102205951177,4,1,1,2,26
2553,Tata Manza Aura (ABS) Quadrajet BS IV,12,275000.0,144000,Diesel,Direct Owner,Manual,Second Owner,Tata,0.022522522522522518,1.582037622464299,1,1,1,2,25
2554,Mahindra Scorpio S4 4WD,8,750000.0,64000,Diesel,Direct Owner,Manual,First Owner,Mahindra,0.0653153153153153,-0.1332750198666852,1,1,1,0,17
2555,Maruti Swift VDI,16,281250.0,54000,Diesel,Broker,Manual,First Owner,Maruti,0.023085585585585582,-0.3476891001580582,1,0,1,0,18
2556,Tata Indica Vista TDI LS,12,150000.0,124000,Diesel,Direct Owner,Manual,Second Owner,Tata,0.01126126126126126,1.153209461881553,1,1,1,2,25
2557,Renault Duster 85PS Diesel RxL,10,481250.0,84000,Diesel,Direct Owner,Manual,Second Owner,Renault,0.0411036036036036,0.2955531407160608,1,1,1,2,23
2558,Honda City i-DTEC SV,9,812500.0,53654,Diesel,Broker,Manual,First Owner,Honda,0.07094594594594594,-0.3551078273361397,1,0,1,0,9
2559,Tata Nano Lx BSIII,12,81250.0,64000,Petrol,Direct Owner,Manual,Second Owner,Tata,0.005067567567567568,-0.1332750198666852,4,1,1,2,25
2560,Hyundai Grand i10 Asta,6,687500.0,13748,Petrol,Broker,Manual,First Owner,Hyundai,0.059684684684684686,-1.2107486561468928,4,0,1,0,10
2561,Hyundai Verna 1.6 SX CRDi (O),9,843750.0,65000,Diesel,Broker,Manual,First Owner,Hyundai,0.07376126126126126,-0.11183361183754789,1,0,1,0,10
2562,Tata New Safari 4X4 EX,11,687500.0,146000,Diesel,Direct Owner,Manual,First Owner,Tata,0.059684684684684686,1.6249204385225735,1,1,1,0,25
2563,Maruti Alto LXi BSII,21,125000.0,84000,Petrol,Direct Owner,Manual,Fourth & Above Owner,Maruti,0.009009009009009009,0.2955531407160608,4,1,1,1,18
2564,Maruti Alto K10 2010-2014 VXI,13,250000.0,74000,Petrol,Direct Owner,Manual,Third Owner,Maruti,0.020270270270270268,0.08113906042468783,4,1,1,4,18
2565,Honda Brio S MT,11,356250.0,43039,Petrol,Broker,Manual,First Owner,Honda,0.02984234234234234,-0.5827083735654321,4,0,1,0,9
2567,Honda City V MT,11,875000.0,14000,Petrol,Direct Owner,Manual,First Owner,Honda,0.07657657657657657,-1.2053454213235502,4,1,1,0,9
2569,Hyundai Accent CRDi,21,106250.0,104000,Diesel,Direct Owner,Manual,Third Owner,Hyundai,0.00731981981981982,0.7243813012988068,1,1,1,4,10
2570,Maruti Eeco 5 STR With AC Plus HTR CNG,5,512498.75,49000,CNG,Direct Owner,Manual,First Owner,Maruti,0.043918806306306304,-0.4548961403037447,0,1,1,0,18
2571,Ford Figo Titanium,3,932500.0,5111,Petrol,Broker,Manual,Test Drive Car,Ford,0.08175675675675674,-1.3959380972945516,4,0,1,3,8
2572,Mahindra XUV500 W6 2WD,9,750000.0,84000,Diesel,Direct Owner,Manual,Second Owner,Mahindra,0.0653153153153153,0.2955531407160608,1,1,1,2,17
2573,Tata Tiago NRG Petrol,4,687500.0,14000,Petrol,Direct Owner,Manual,First Owner,Tata,0.059684684684684686,-1.2053454213235502,4,1,1,0,25
2574,Renault Lodgy Stepway 85PS RXZ 8S,6,812500.0,44000,Diesel,Direct Owner,Manual,First Owner,Renault,0.07094594594594594,-0.5621031804494312,1,1,1,0,23
2575,Maruti Swift ZXI,9,587500.0,44000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.05067567567567567,-0.5621031804494312,4,1,1,0,18
2576,Maruti Wagon R VXI BSIII,17,187500.0,64000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.014639639639639638,-0.1332750198666852,4,1,1,2,18
2577,Maruti Swift Dzire ZXI,7,775000.0,39000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.06756756756756756,-0.6693102205951177,4,1,1,0,18
2578,Chevrolet Beat LS,12,187500.0,64000,Petrol,Direct Owner,Manual,Third Owner,Chevrolet,0.014639639639639638,-0.1332750198666852,4,1,1,4,3
2579,Renault Duster 85PS Diesel RxL Plus,10,377500.0,64000,Diesel,Direct Owner,Manual,Second Owner,Renault,0.03175675675675676,-0.1332750198666852,1,1,1,2,23
2580,Hyundai Verna 1.6 SX VTVT (O),10,662500.0,93000,Petrol,Direct Owner,Manual,Second Owner,Hyundai,0.05743243243243243,0.48852581297829656,4,1,1,2,10
2581,Renault KWID RXL,7,287498.75,42000,Petrol,Direct Owner,Manual,First Owner,Renault,0.023648536036036033,-0.6049859965077058,4,1,1,0,23
2582,Hyundai Verna VTVT 1.6 AT SX Option,6,1375000.0,14000,Petrol,Direct Owner,Automatic,First Owner,Hyundai,0.12162162162162161,-1.2053454213235502,4,1,0,0,10
2583,Mahindra Scorpio 1.99 S4,7,637498.75,64000,Diesel,Direct Owner,Manual,First Owner,Mahindra,0.05518006756756757,-0.1332750198666852,1,1,1,0,17
2584,Toyota Innova 2.5 G3,13,562500.0,124000,Diesel,Direct Owner,Manual,Third Owner,Toyota,0.04842342342342342,1.153209461881553,1,1,1,4,26
2585,Hyundai Grand i10 1.2 Kappa Magna AT,6,687500.0,23890,Petrol,Broker,Automatic,First Owner,Hyundai,0.059684684684684686,-0.9932898959153823,4,0,0,0,10
2586,Renault KWID 1.0,6,437500.0,59000,Petrol,Direct Owner,Manual,First Owner,Renault,0.037162162162162164,-0.24048206001237168,4,1,1,0,23
2587,Chevrolet Aveo U-VA 1.2,16,100000.0,114000,Petrol,Direct Owner,Manual,Second Owner,Chevrolet,0.006756756756756757,0.9387953815901798,4,1,1,2,3
2588,Tata Sumo LX,14,125000.0,70778,Diesel,Direct Owner,Manual,First Owner,Tata,0.009009009009009009,0.012054843754807441,1,1,1,0,25
2589,Maruti Swift ZXI ABS,14,312500.0,64000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.025900900900900897,-0.1332750198666852,4,1,1,2,18
2590,Maruti Swift ZXI BSIV,7,837500.0,11104,Petrol,Trustmark Broker,Manual,First Owner,Maruti,0.07319819819819819,-1.2674397389759318,4,2,1,0,18
2591,Maruti Baleno Alpha 1.3,7,843750.0,64000,Diesel,Direct Owner,Manual,First Owner,Maruti,0.07376126126126126,-0.1332750198666852,1,1,1,0,18
2593,Hyundai i20 1.4 Sportz,6,850000.0,48000,Diesel,Broker,Manual,First Owner,Hyundai,0.07432432432432431,-0.476337548332882,1,0,1,0,10
2594,Maruti Wagon R LXI Minor,15,150000.0,114000,Petrol,Direct Owner,Manual,Third Owner,Maruti,0.01126126126126126,0.9387953815901798,4,1,1,4,18
2595,Hyundai Verna i (Petrol),15,150000.0,94000,Petrol,Direct Owner,Manual,Second Owner,Hyundai,0.01126126126126126,0.5099672210074339,4,1,1,2,10
2596,Maruti Alto 800 VXI,7,375000.0,34000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.03153153153153153,-0.7765172607408042,4,1,1,0,18
2597,Volkswagen Jetta 1.4 TSI Comfortline,10,562500.0,54000,Petrol,Direct Owner,Manual,First Owner,Volkswagen,0.04842342342342342,-0.3476891001580582,4,1,1,0,27
2598,Ford Ikon 1.4 TDCi DuraTorq,14,162500.0,104000,Diesel,Direct Owner,Manual,Third Owner,Ford,0.012387387387387387,0.7243813012988068,1,1,1,4,8
2599,Toyota Corolla Altis G AT,7,1125000.0,54000,Petrol,Direct Owner,Automatic,First Owner,Toyota,0.09909909909909909,-0.3476891001580582,4,1,0,0,26
2600,Toyota Innova 2.5 V Diesel 7-seater,9,1437500.0,139000,Diesel,Broker,Manual,First Owner,Toyota,0.12725225225225223,1.4748305823186123,1,0,1,0,26
2601,Chevrolet Enjoy TCDi LTZ 7 Seater,10,487500.0,37000,Diesel,Direct Owner,Manual,Second Owner,Chevrolet,0.041666666666666664,-0.7121930366533923,1,1,1,2,3
2602,Hyundai Verna 1.6 SX,9,812500.0,74000,Diesel,Direct Owner,Manual,Second Owner,Hyundai,0.07094594594594594,0.08113906042468783,1,1,1,2,10
2603,Skoda Laura Ambiente 2.0 TDI CR MT,13,375000.0,104000,Diesel,Direct Owner,Manual,Second Owner,Skoda,0.03153153153153153,0.7243813012988068,1,1,1,2,24
2604,Mahindra Xylo D4 BSIV,10,437500.0,155624,Diesel,Direct Owner,Manual,Second Owner,Mahindra,0.037162162162162164,1.8312725493949908,1,1,1,2,17
2605,Mahindra Scorpio LX,13,481250.0,114000,Diesel,Direct Owner,Manual,Third Owner,Mahindra,0.0411036036036036,0.9387953815901798,1,1,1,4,17
2606,Maruti Wagon R VXI Minor,13,212500.0,74000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.01689189189189189,0.08113906042468783,4,1,1,0,18
2607,Mahindra Thar 4X4,10,725000.0,29000,Diesel,Direct Owner,Manual,Third Owner,Mahindra,0.06306306306306306,-0.8837243008864907,1,1,1,4,17
2608,Datsun GO Plus T,6,437500.0,14171,Petrol,Broker,Manual,First Owner,Datsun,0.037162162162162164,-1.2016789405505677,4,0,1,0,5
2609,Maruti Celerio VXI,7,475000.0,24000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.04054054054054054,-0.9909313410321773,4,1,1,0,18
2610,Maruti 800 Std BSII,19,100000.0,64000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.006756756756756757,-0.1332750198666852,4,1,1,2,18
2611,Maruti Swift 1.3 VXi,14,248750.0,56536,Petrol,Direct Owner,Manual,First Owner,Maruti,0.020157657657657656,-0.293313689396166,4,1,1,0,18
2612,Maruti Swift VDI,10,462500.0,84000,Diesel,Direct Owner,Manual,Third Owner,Maruti,0.039414414414414414,0.2955531407160608,1,1,1,4,18
2613,Hyundai Grand i10 Magna,6,600000.0,57261,Petrol,Broker,Manual,First Owner,Hyundai,0.0518018018018018,-0.27776866857504146,4,0,1,0,10
2615,Renault KWID 1.0 RXT Optional,5,375000.0,24000,Petrol,Direct Owner,Manual,First Owner,Renault,0.03153153153153153,-0.9909313410321773,4,1,1,0,23
2617,Toyota Etios 1.5 V,7,637498.75,39000,Petrol,Direct Owner,Manual,First Owner,Toyota,0.05518006756756757,-0.6693102205951177,4,1,1,0,26
2618,Maruti Wagon R LX Minor,16,125000.0,104000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.009009009009009009,0.7243813012988068,4,1,1,0,18
2619,Chevrolet Spark 1.0 LT,11,156250.0,32000,Petrol,Direct Owner,Manual,First Owner,Chevrolet,0.011824324324324323,-0.8194000767990788,4,1,1,0,3
2621,Renault KWID RXT BSIV,4,312500.0,31000,Petrol,Direct Owner,Manual,First Owner,Renault,0.025900900900900897,-0.8408414848282161,4,1,1,0,23
2622,Maruti Swift Dzire VDI,9,375000.0,124000,Diesel,Direct Owner,Manual,First Owner,Maruti,0.03153153153153153,1.153209461881553,1,1,1,0,18
2623,Maruti Ertiga VXI,8,781250.0,15918,Petrol,Trustmark Broker,Manual,First Owner,Maruti,0.06813063063063061,-1.164220800723665,4,2,1,0,18
2624,Honda Amaze VX Diesel BSIV,5,987500.0,53000,Diesel,Broker,Manual,First Owner,Honda,0.0867117117117117,-0.3691305081871955,1,0,1,0,9
2625,Chevrolet Spark 1.0 LS,13,218750.0,49000,Petrol,Direct Owner,Manual,Second Owner,Chevrolet,0.017454954954954954,-0.4548961403037447,4,1,1,2,3
2626,Tata Indica LSI,17,87500.0,64000,Petrol,Direct Owner,Manual,Second Owner,Tata,0.00563063063063063,-0.1332750198666852,4,1,1,2,25
2628,Hyundai EON Era Plus,10,212500.0,84000,Petrol,Direct Owner,Manual,Third Owner,Hyundai,0.01689189189189189,0.2955531407160608,4,1,1,4,10
2629,Hyundai Santro LE zipPlus,22,85000.0,74000,Petrol,Direct Owner,Manual,First Owner,Hyundai,0.005405405405405406,0.08113906042468783,4,1,1,0,10
2630,Maruti Wagon R LXI BSIII,18,156250.0,54000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.011824324324324323,-0.3476891001580582,4,1,1,2,18
2631,Maruti Swift Dzire AMT VDI,5,843750.0,54000,Diesel,Direct Owner,Automatic,First Owner,Maruti,0.07376126126126126,-0.3476891001580582,1,1,0,0,18
2632,Ford Figo 1.2P Ambiente MT,8,287498.75,49000,Petrol,Direct Owner,Manual,First Owner,Ford,0.023648536036036033,-0.4548961403037447,4,1,1,0,8
2633,Maruti Eeco 5 Seater AC BSIV,6,531250.0,12352,Petrol,Broker,Manual,First Owner,Maruti,0.04560810810810811,-1.2406808617555685,4,0,1,0,18
2634,Chevrolet Optra Magnum 2.0 LS,14,187500.0,70000,Diesel,Direct Owner,Manual,First Owner,Chevrolet,0.014639639639639638,-0.004626571691861379,1,1,1,0,3
2635,Maruti Ciaz ZXi,8,1000000.0,34000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.08783783783783783,-0.7765172607408042,4,1,1,0,18
2636,Maruti Swift LXI,12,218750.0,74000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.017454954954954954,0.08113906042468783,4,1,1,0,18
2637,Hyundai Verna 1.6 VTVT SX,8,950000.0,59340,Petrol,Trustmark Broker,Manual,First Owner,Hyundai,0.08333333333333333,-0.23319198128246502,4,2,1,0,10
2638,Hyundai i10 Magna 1.2,13,187500.0,94000,Petrol,Direct Owner,Manual,Second Owner,Hyundai,0.014639639639639638,0.5099672210074339,4,1,1,2,10
2639,Maruti Zen VXi - BS III,19,98750.0,84000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.006644144144144144,0.2955531407160608,4,1,1,0,18
2640,Toyota Innova 2.5 GX 8 STR BSIV,11,561250.0,94000,Diesel,Direct Owner,Manual,First Owner,Toyota,0.04831081081081081,0.5099672210074339,1,1,1,0,26
2641,Maruti Alto 800 LXI,8,356250.0,50000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.02984234234234234,-0.4334547322746074,4,1,1,2,18
2642,Ford Endeavour 2.5L 4X2 MT,15,500000.0,114000,Diesel,Direct Owner,Manual,Third Owner,Ford,0.04279279279279279,0.9387953815901798,1,1,1,4,8
2643,Maruti Alto K10 VXI Airbag,5,475000.0,29000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.04054054054054054,-0.8837243008864907,4,1,1,0,18
2644,Mahindra Scorpio BSIV,5,883750.0,64000,Diesel,Direct Owner,Manual,First Owner,Mahindra,0.07736486486486485,-0.1332750198666852,1,1,1,0,17
2645,Ford Ecosport 1.5 Diesel Titanium,3,1250000.0,4101,Diesel,Broker,Manual,Test Drive Car,Ford,0.11036036036036034,-1.4175939194039804,1,0,1,3,8
2646,Maruti 800 Std,25,50000.0,44000,Petrol,Direct Owner,Manual,Fourth & Above Owner,Maruti,0.0022522522522522522,-0.5621031804494312,4,1,1,1,18
2647,Honda City i DTEC S,9,650000.0,86000,Diesel,Direct Owner,Manual,First Owner,Honda,0.05630630630630631,0.33843595677433547,1,1,1,0,9
2648,Tata Indica Vista Aqua 1.4 TDI,13,125000.0,124000,Diesel,Direct Owner,Manual,Second Owner,Tata,0.009009009009009009,1.153209461881553,1,1,1,2,25
2649,Ford Ecosport 1.5 DV5 MT Titanium,8,812500.0,72000,Diesel,Direct Owner,Manual,First Owner,Ford,0.07094594594594594,0.03825624436641322,1,1,1,0,8
2650,Tata Indica Vista Quadrajet LX,11,187500.0,114000,Diesel,Direct Owner,Manual,First Owner,Tata,0.014639639639639638,0.9387953815901798,1,1,1,0,25
2651,Hyundai EON 1.0 Era Plus,6,350000.0,32838,Petrol,Direct Owner,Manual,First Owner,Hyundai,0.029279279279279275,-0.8014321768706618,4,1,1,0,10
2652,Hyundai Getz 1.5 CRDi GVS,15,137500.0,158000,Diesel,Direct Owner,Manual,Third Owner,Hyundai,0.010135135135135134,1.882217334872221,1,1,1,4,10
2653,Hyundai i20 2015-2017 Sportz Option 1.4 CRDi,9,581250.0,74000,Diesel,Broker,Manual,First Owner,Hyundai,0.050112612612612614,0.08113906042468783,1,0,1,0,10
2654,Tata Indica GLS BS IV,14,250000.0,104000,Petrol,Direct Owner,Manual,First Owner,Tata,0.020270270270270268,0.7243813012988068,4,1,1,0,25
2655,Hyundai i20 Magna 1.4 CRDi (Diesel),10,406250.0,82000,Diesel,Broker,Manual,Second Owner,Hyundai,0.03434684684684685,0.2526703246577862,1,0,1,2,10
2656,Mahindra Bolero Power Plus Plus AC BSIV PS,4,1062500.0,54000,Diesel,Direct Owner,Manual,First Owner,Mahindra,0.09346846846846846,-0.3476891001580582,1,1,1,0,17
2657,Hyundai Elite i20 Asta Option BSIV,4,1000000.0,15240,Petrol,Direct Owner,Manual,First Owner,Hyundai,0.08783783783783783,-1.17875807536742,4,1,1,0,10
2658,Hyundai EON Magna,11,281250.0,57122,Petrol,Broker,Manual,Second Owner,Hyundai,0.023085585585585582,-0.28074902429109155,4,0,1,2,10
2659,Maruti Celerio LXI MT BSIV,4,425000.0,54000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.036036036036036036,-0.3476891001580582,4,1,1,0,18
2660,Maruti Wagon R VXI BS IV,9,343750.0,34000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.028716216216216214,-0.7765172607408042,4,1,1,0,18
2661,Chevrolet Spark 1.0 LS,14,212500.0,48800,Petrol,Direct Owner,Manual,Second Owner,Chevrolet,0.01689189189189189,-0.45918442190957215,4,1,1,2,3
2662,Maruti Wagon R VXI,18,125000.0,104000,Petrol,Direct Owner,Manual,Third Owner,Maruti,0.009009009009009009,0.7243813012988068,4,1,1,4,18
2663,Maruti SX4 S Cross DDiS 320 Delta,8,406250.0,84000,Diesel,Direct Owner,Manual,First Owner,Maruti,0.03434684684684685,0.2955531407160608,1,1,1,0,18
2664,Hyundai Grand i10 1.2 Kappa Asta,6,625000.0,54000,Petrol,Direct Owner,Manual,First Owner,Hyundai,0.05405405405405405,-0.3476891001580582,4,1,1,0,10
2666,Mahindra Thar 4X4,10,768750.0,49766,Diesel,Direct Owner,Manual,Second Owner,Mahindra,0.0670045045045045,-0.43847202175342553,1,1,1,2,17
2667,Mahindra Bolero SLX,13,500000.0,54000,Diesel,Direct Owner,Manual,First Owner,Mahindra,0.04279279279279279,-0.3476891001580582,1,1,1,0,17
2669,Tata Safari Storme VX Varicor 400,5,1356250.0,19000,Diesel,Direct Owner,Manual,First Owner,Tata,0.11993243243243241,-1.0981383811778638,1,1,1,0,25
2670,Toyota Corolla H6,16,268750.0,59800,Petrol,Broker,Manual,Second Owner,Toyota,0.021959459459459457,-0.22332893358906186,4,0,1,2,26
2671,Maruti Omni LPG CARGO BSIII W IMMOBILISER,14,100000.0,94000,LPG,Direct Owner,Manual,Second Owner,Maruti,0.006756756756756757,0.5099672210074339,3,1,1,2,18
2673,Tata Indigo CR4,10,212500.0,64000,Diesel,Direct Owner,Manual,First Owner,Tata,0.01689189189189189,-0.1332750198666852,1,1,1,0,25
2674,Maruti 800 AC,21,81250.0,104000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.005067567567567568,0.7243813012988068,4,1,1,2,18
2675,Maruti 800 DX,23,62500.0,64000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.003378378378378378,-0.1332750198666852,4,1,1,0,18
2676,Ford Endeavour Hurricane Limited Edition,16,500000.0,114000,Diesel,Direct Owner,Automatic,Fourth & Above Owner,Ford,0.04279279279279279,0.9387953815901798,1,1,0,1,8
2677,Maruti Ciaz VDI SHVS,7,843750.0,54900,Diesel,Broker,Manual,First Owner,Maruti,0.07376126126126126,-0.3283918329318346,1,0,1,0,18
2678,Chevrolet Spark 1.0 LT,14,87500.0,64000,Petrol,Direct Owner,Manual,First Owner,Chevrolet,0.00563063063063063,-0.1332750198666852,4,1,1,0,3
2679,Mahindra Bolero Power Plus Plus AC BSIV PS,8,800000.0,74000,Diesel,Direct Owner,Manual,Second Owner,Mahindra,0.06981981981981981,0.08113906042468783,1,1,1,2,17
2680,Hyundai Verna SX,16,193750.0,69000,Petrol,Broker,Manual,First Owner,Hyundai,0.015202702702702702,-0.02606797972099868,4,0,1,0,10
2681,Toyota Innova 2.5 G4 Diesel 7-seater,15,437500.0,144000,Diesel,Direct Owner,Manual,Second Owner,Toyota,0.037162162162162164,1.582037622464299,1,1,1,2,26
